Week ending,Group,DHB of service,Dose number,# doses administered,Notes: 
2021-07-18,Group 1,Auckland Metro,1,242,
2021-07-18,Group 1,Auckland Metro,2,332,
2021-07-18,Group 1,Bay of Plenty,1,27,
2021-07-18,Group 1,Bay of Plenty,2,40,
2021-07-18,Group 1,Canterbury,1,82,
2021-07-18,Group 1,Canterbury,2,269,
2021-07-18,Group 1,Capital & Coast and Hutt Valley,1,66,
2021-07-18,Group 1,Capital & Coast and Hutt Valley,2,82,
2021-07-18,Group 1,Hawke's Bay,1,7,
2021-07-18,Group 1,Hawke's Bay,2,10,
2021-07-18,Group 1,Lakes,1,5,
2021-07-18,Group 1,Lakes,2,36,
2021-07-18,Group 1,Nelson Marlborough,1,10,
2021-07-18,Group 1,Nelson Marlborough,2,12,
2021-07-18,Group 1,Northland,1,6,
2021-07-18,Group 1,Northland,2,7,
2021-07-18,Group 1,Other Sites,2,25,
2021-07-18,Group 1,Southern,1,13,
2021-07-18,Group 1,Southern,2,48,
2021-07-18,Group 1,Waikato,1,7,
2021-07-18,Group 1,Waikato,2,35,
2021-07-18,Group 2,Auckland Metro,1,9084,
2021-07-18,Group 2,Auckland Metro,2,13715,
2021-07-18,Group 2,Bay of Plenty,1,955,
2021-07-18,Group 2,Bay of Plenty,2,766,
2021-07-18,Group 2,Canterbury,1,519,
2021-07-18,Group 2,Canterbury,2,3020,
2021-07-18,Group 2,Capital & Coast and Hutt Valley,1,282,
2021-07-18,Group 2,Capital & Coast and Hutt Valley,2,406,
2021-07-18,Group 2,Hawke's Bay,1,121,
2021-07-18,Group 2,Hawke's Bay,2,312,
2021-07-18,Group 2,Lakes,1,184,
2021-07-18,Group 2,Lakes,2,252,
2021-07-18,Group 2,MidCentral,1,434,
2021-07-18,Group 2,MidCentral,2,508,
2021-07-18,Group 2,Nelson Marlborough,1,100,
2021-07-18,Group 2,Nelson Marlborough,2,443,
2021-07-18,Group 2,Northland,1,307,
2021-07-18,Group 2,Northland,2,709,
2021-07-18,Group 2,Other Sites,1,915,
2021-07-18,Group 2,Other Sites,2,388,
2021-07-18,Group 2,South Canterbury,1,43,
2021-07-18,Group 2,South Canterbury,2,20,
2021-07-18,Group 2,Southern,1,187,
2021-07-18,Group 2,Southern,2,1570,
2021-07-18,Group 2,Tairawhiti,1,40,
2021-07-18,Group 2,Tairawhiti,2,31,
2021-07-18,Group 2,Taranaki,1,149,
2021-07-18,Group 2,Taranaki,2,616,
2021-07-18,Group 2,Waikato,1,1309,
2021-07-18,Group 2,Waikato,2,1481,
2021-07-18,Group 2,Wairarapa,1,39,
2021-07-18,Group 2,Wairarapa,2,811,
2021-07-18,Group 2,West Coast,1,74,
2021-07-18,Group 2,West Coast,2,72,
2021-07-18,Group 2,Whanganui,1,39,
2021-07-18,Group 2,Whanganui,2,15,
2021-07-18,Group 3,Auckland Metro,1,12260,
2021-07-18,Group 3,Auckland Metro,2,7339,
2021-07-18,Group 3,Bay of Plenty,1,1620,
2021-07-18,Group 3,Bay of Plenty,2,2165,
2021-07-18,Group 3,Canterbury,1,4724,
2021-07-18,Group 3,Canterbury,2,1231,
2021-07-18,Group 3,Capital & Coast and Hutt Valley,1,2903,
2021-07-18,Group 3,Capital & Coast and Hutt Valley,2,1927,
2021-07-18,Group 3,Hawke's Bay,1,1176,
2021-07-18,Group 3,Hawke's Bay,2,1328,
2021-07-18,Group 3,Lakes,1,1965,
2021-07-18,Group 3,Lakes,2,871,
2021-07-18,Group 3,MidCentral,1,2735,
2021-07-18,Group 3,MidCentral,2,3786,
2021-07-18,Group 3,Nelson Marlborough,1,1522,
2021-07-18,Group 3,Nelson Marlborough,2,1703,
2021-07-18,Group 3,Northland,1,1420,
2021-07-18,Group 3,Northland,2,1537,
2021-07-18,Group 3,Other Sites,1,8,
2021-07-18,Group 3,Other Sites,2,26,
2021-07-18,Group 3,South Canterbury,1,1317,
2021-07-18,Group 3,South Canterbury,2,381,
2021-07-18,Group 3,Southern,1,837,
2021-07-18,Group 3,Southern,2,1737,
2021-07-18,Group 3,Tairawhiti,1,542,
2021-07-18,Group 3,Tairawhiti,2,466,
2021-07-18,Group 3,Taranaki,1,966,
2021-07-18,Group 3,Taranaki,2,173,
2021-07-18,Group 3,Waikato,1,3697,
2021-07-18,Group 3,Waikato,2,1182,
2021-07-18,Group 3,Wairarapa,1,840,
2021-07-18,Group 3,Wairarapa,2,372,
2021-07-18,Group 3,West Coast,1,335,
2021-07-18,Group 3,West Coast,2,422,
2021-07-18,Group 3,Whanganui,1,667,
2021-07-18,Group 3,Whanganui,2,185,
2021-07-18,Group 4,Auckland Metro,1,12783,
2021-07-18,Group 4,Auckland Metro,2,5537,
2021-07-18,Group 4,Bay of Plenty,1,277,
2021-07-18,Group 4,Bay of Plenty,2,80,
2021-07-18,Group 4,Canterbury,1,866,
2021-07-18,Group 4,Canterbury,2,246,
2021-07-18,Group 4,Capital & Coast and Hutt Valley,1,384,
2021-07-18,Group 4,Capital & Coast and Hutt Valley,2,286,
2021-07-18,Group 4,Hawke's Bay,1,377,
2021-07-18,Group 4,Hawke's Bay,2,365,
2021-07-18,Group 4,Lakes,1,816,
2021-07-18,Group 4,Lakes,2,59,
2021-07-18,Group 4,MidCentral,1,561,
2021-07-18,Group 4,MidCentral,2,270,
2021-07-18,Group 4,Nelson Marlborough,1,252,
2021-07-18,Group 4,Nelson Marlborough,2,8,
2021-07-18,Group 4,Northland,1,1140,
2021-07-18,Group 4,Northland,2,546,
2021-07-18,Group 4,Other Sites,1,27,
2021-07-18,Group 4,Other Sites,2,286,
2021-07-18,Group 4,South Canterbury,1,207,
2021-07-18,Group 4,South Canterbury,2,39,
2021-07-18,Group 4,Southern,1,384,
2021-07-18,Group 4,Southern,2,41,
2021-07-18,Group 4,Tairawhiti,1,51,
2021-07-18,Group 4,Tairawhiti,2,25,
2021-07-18,Group 4,Taranaki,1,223,
2021-07-18,Group 4,Taranaki,2,95,
2021-07-18,Group 4,Waikato,1,737,
2021-07-18,Group 4,Waikato,2,156,
2021-07-18,Group 4,Wairarapa,1,308,
2021-07-18,Group 4,Wairarapa,2,42,
2021-07-18,Group 4,West Coast,1,435,
2021-07-18,Group 4,West Coast,2,24,
2021-07-18,Group 4,Whanganui,1,309,
2021-07-18,Group 4,Whanganui,2,8,
2021-07-25,Group 1,Auckland Metro,1,251,
2021-07-25,Group 1,Auckland Metro,2,314,
2021-07-25,Group 1,Bay of Plenty,1,50,
2021-07-25,Group 1,Bay of Plenty,2,30,
2021-07-25,Group 1,Canterbury,1,153,
2021-07-25,Group 1,Canterbury,2,180,
2021-07-25,Group 1,Capital & Coast and Hutt Valley,1,78,
2021-07-25,Group 1,Capital & Coast and Hutt Valley,2,79,
2021-07-25,Group 1,Hawke's Bay,1,5,
2021-07-25,Group 1,Hawke's Bay,2,14,
2021-07-25,Group 1,Lakes,1,5,
2021-07-25,Group 1,Lakes,2,13,
2021-07-25,Group 1,MidCentral,1,10,
2021-07-25,Group 1,MidCentral,2,10,
2021-07-25,Group 1,Nelson Marlborough,1,46,
2021-07-25,Group 1,Nelson Marlborough,2,19,
2021-07-25,Group 1,Northland,1,15,
2021-07-25,Group 1,South Canterbury,1,11,
2021-07-25,Group 1,Southern,1,75,
2021-07-25,Group 1,Southern,2,81,
2021-07-25,Group 1,Taranaki,1,22,
2021-07-25,Group 1,Taranaki,2,6,
2021-07-25,Group 1,Waikato,1,11,
2021-07-25,Group 1,Waikato,2,27,
2021-07-25,Group 2,Auckland Metro,1,9484,
2021-07-25,Group 2,Auckland Metro,2,12555,
2021-07-25,Group 2,Bay of Plenty,1,414,
2021-07-25,Group 2,Bay of Plenty,2,564,
2021-07-25,Group 2,Canterbury,1,846,
2021-07-25,Group 2,Canterbury,2,2760,
2021-07-25,Group 2,Capital & Coast and Hutt Valley,1,533,
2021-07-25,Group 2,Capital & Coast and Hutt Valley,2,555,
2021-07-25,Group 2,Hawke's Bay,1,171,
2021-07-25,Group 2,Hawke's Bay,2,393,
2021-07-25,Group 2,Lakes,1,224,
2021-07-25,Group 2,Lakes,2,209,
2021-07-25,Group 2,MidCentral,1,494,
2021-07-25,Group 2,MidCentral,2,626,
2021-07-25,Group 2,Nelson Marlborough,1,340,
2021-07-25,Group 2,Nelson Marlborough,2,334,
2021-07-25,Group 2,Northland,1,434,
2021-07-25,Group 2,Northland,2,710,
2021-07-25,Group 2,Other Sites,1,177,
2021-07-25,Group 2,Other Sites,2,730,
2021-07-25,Group 2,South Canterbury,1,40,
2021-07-25,Group 2,South Canterbury,2,40,
2021-07-25,Group 2,Southern,1,538,
2021-07-25,Group 2,Southern,2,1680,
2021-07-25,Group 2,Tairawhiti,1,19,
2021-07-25,Group 2,Tairawhiti,2,266,
2021-07-25,Group 2,Taranaki,1,216,
2021-07-25,Group 2,Taranaki,2,333,
2021-07-25,Group 2,Waikato,1,1670,
2021-07-25,Group 2,Waikato,2,2326,
2021-07-25,Group 2,Wairarapa,1,31,
2021-07-25,Group 2,Wairarapa,2,123,
2021-07-25,Group 2,West Coast,1,13,
2021-07-25,Group 2,West Coast,2,50,
2021-07-25,Group 2,Whanganui,1,27,
2021-07-25,Group 2,Whanganui,2,43,
2021-07-25,Group 3,Auckland Metro,1,12670,
2021-07-25,Group 3,Auckland Metro,2,8935,
2021-07-25,Group 3,Bay of Plenty,1,3221,
2021-07-25,Group 3,Bay of Plenty,2,2879,
2021-07-25,Group 3,Canterbury,1,10203,
2021-07-25,Group 3,Canterbury,2,2747,
2021-07-25,Group 3,Capital & Coast and Hutt Valley,1,8734,
2021-07-25,Group 3,Capital & Coast and Hutt Valley,2,2392,
2021-07-25,Group 3,Hawke's Bay,1,2758,
2021-07-25,Group 3,Hawke's Bay,2,1488,
2021-07-25,Group 3,Lakes,1,1206,
2021-07-25,Group 3,Lakes,2,985,
2021-07-25,Group 3,MidCentral,1,3082,
2021-07-25,Group 3,MidCentral,2,3477,
2021-07-25,Group 3,Nelson Marlborough,1,3609,
2021-07-25,Group 3,Nelson Marlborough,2,2353,
2021-07-25,Group 3,Northland,1,1329,
2021-07-25,Group 3,Northland,2,1086,
2021-07-25,Group 3,Other Sites,1,21,
2021-07-25,Group 3,Other Sites,2,106,
2021-07-25,Group 3,South Canterbury,1,1025,
2021-07-25,Group 3,South Canterbury,2,277,
2021-07-25,Group 3,Southern,1,5309,
2021-07-25,Group 3,Southern,2,3337,
2021-07-25,Group 3,Tairawhiti,1,569,
2021-07-25,Group 3,Tairawhiti,2,550,
2021-07-25,Group 3,Taranaki,1,2860,
2021-07-25,Group 3,Taranaki,2,924,
2021-07-25,Group 3,Waikato,1,6255,
2021-07-25,Group 3,Waikato,2,2179,
2021-07-25,Group 3,Wairarapa,1,751,
2021-07-25,Group 3,Wairarapa,2,1041,
2021-07-25,Group 3,West Coast,1,224,
2021-07-25,Group 3,West Coast,2,456,
2021-07-25,Group 3,Whanganui,1,1385,
2021-07-25,Group 3,Whanganui,2,287,
2021-07-25,Group 4,Auckland Metro,1,19154,
2021-07-25,Group 4,Auckland Metro,2,6211,
2021-07-25,Group 4,Bay of Plenty,1,754,
2021-07-25,Group 4,Bay of Plenty,2,109,
2021-07-25,Group 4,Canterbury,1,2464,
2021-07-25,Group 4,Canterbury,2,588,
2021-07-25,Group 4,Capital & Coast and Hutt Valley,1,1610,
2021-07-25,Group 4,Capital & Coast and Hutt Valley,2,419,
2021-07-25,Group 4,Hawke's Bay,1,833,
2021-07-25,Group 4,Hawke's Bay,2,546,
2021-07-25,Group 4,Lakes,1,2110,
2021-07-25,Group 4,Lakes,2,471,
2021-07-25,Group 4,MidCentral,1,884,
2021-07-25,Group 4,MidCentral,2,367,
2021-07-25,Group 4,Nelson Marlborough,1,846,
2021-07-25,Group 4,Nelson Marlborough,2,15,
2021-07-25,Group 4,Northland,1,1446,
2021-07-25,Group 4,Northland,2,382,
2021-07-25,Group 4,Other Sites,1,113,
2021-07-25,Group 4,Other Sites,2,317,
2021-07-25,Group 4,South Canterbury,1,455,
2021-07-25,Group 4,South Canterbury,2,11,
2021-07-25,Group 4,Southern,1,1523,
2021-07-25,Group 4,Southern,2,129,
2021-07-25,Group 4,Tairawhiti,1,258,
2021-07-25,Group 4,Tairawhiti,2,49,
2021-07-25,Group 4,Taranaki,1,412,
2021-07-25,Group 4,Taranaki,2,60,
2021-07-25,Group 4,Waikato,1,2922,
2021-07-25,Group 4,Waikato,2,242,
2021-07-25,Group 4,Wairarapa,1,524,
2021-07-25,Group 4,Wairarapa,2,91,
2021-07-25,Group 4,West Coast,1,129,
2021-07-25,Group 4,West Coast,2,74,
2021-07-25,Group 4,Whanganui,1,402,
2021-07-25,Group 4,Whanganui,2,9,
2021-08-01,Group 1,Auckland Metro,1,308,
2021-08-01,Group 1,Auckland Metro,2,311,
2021-08-01,Group 1,Bay of Plenty,1,47,
2021-08-01,Group 1,Bay of Plenty,2,18,
2021-08-01,Group 1,Canterbury,1,153,
2021-08-01,Group 1,Canterbury,2,172,
2021-08-01,Group 1,Capital & Coast and Hutt Valley,1,87,
2021-08-01,Group 1,Capital & Coast and Hutt Valley,2,94,
2021-08-01,Group 1,Hawke's Bay,1,15,
2021-08-01,Group 1,Hawke's Bay,2,7,
2021-08-01,Group 1,Lakes,1,6,
2021-08-01,Group 1,Lakes,2,15,
2021-08-01,Group 1,Nelson Marlborough,1,33,
2021-08-01,Group 1,Nelson Marlborough,2,9,
2021-08-01,Group 1,Other Sites,1,17,
2021-08-01,Group 1,Other Sites,2,36,
2021-08-01,Group 1,South Canterbury,1,12,
2021-08-01,Group 1,South Canterbury,2,6,
2021-08-01,Group 1,Southern,1,193,
2021-08-01,Group 1,Southern,2,43,
2021-08-01,Group 1,Tairawhiti,1,5,
2021-08-01,Group 1,Taranaki,1,7,
2021-08-01,Group 1,Taranaki,2,9,
2021-08-01,Group 1,Waikato,1,7,
2021-08-01,Group 1,Waikato,2,32,
2021-08-01,Group 2,Auckland Metro,1,10573,
2021-08-01,Group 2,Auckland Metro,2,10614,
2021-08-01,Group 2,Bay of Plenty,1,380,
2021-08-01,Group 2,Bay of Plenty,2,448,
2021-08-01,Group 2,Canterbury,1,525,
2021-08-01,Group 2,Canterbury,2,1480,
2021-08-01,Group 2,Capital & Coast and Hutt Valley,1,550,
2021-08-01,Group 2,Capital & Coast and Hutt Valley,2,487,
2021-08-01,Group 2,Hawke's Bay,1,216,
2021-08-01,Group 2,Hawke's Bay,2,354,
2021-08-01,Group 2,Lakes,1,28,
2021-08-01,Group 2,Lakes,2,145,
2021-08-01,Group 2,MidCentral,1,406,
2021-08-01,Group 2,MidCentral,2,472,
2021-08-01,Group 2,Nelson Marlborough,1,336,
2021-08-01,Group 2,Nelson Marlborough,2,259,
2021-08-01,Group 2,Northland,1,322,
2021-08-01,Group 2,Northland,2,661,
2021-08-01,Group 2,Other Sites,1,438,
2021-08-01,Group 2,Other Sites,2,808,
2021-08-01,Group 2,South Canterbury,1,119,
2021-08-01,Group 2,South Canterbury,2,44,
2021-08-01,Group 2,Southern,1,734,
2021-08-01,Group 2,Southern,2,1030,
2021-08-01,Group 2,Tairawhiti,1,104,
2021-08-01,Group 2,Tairawhiti,2,38,
2021-08-01,Group 2,Taranaki,1,155,
2021-08-01,Group 2,Taranaki,2,227,
2021-08-01,Group 2,Waikato,1,1726,
2021-08-01,Group 2,Waikato,2,1608,
2021-08-01,Group 2,Wairarapa,1,31,
2021-08-01,Group 2,Wairarapa,2,134,
2021-08-01,Group 2,West Coast,1,6,
2021-08-01,Group 2,West Coast,2,99,
2021-08-01,Group 2,Whanganui,1,28,
2021-08-01,Group 2,Whanganui,2,111,
2021-08-01,Group 3,Auckland Metro,1,11878,
2021-08-01,Group 3,Auckland Metro,2,9991,
2021-08-01,Group 3,Bay of Plenty,1,3834,
2021-08-01,Group 3,Bay of Plenty,2,2414,
2021-08-01,Group 3,Canterbury,1,12781,
2021-08-01,Group 3,Canterbury,2,4282,
2021-08-01,Group 3,Capital & Coast and Hutt Valley,1,14914,
2021-08-01,Group 3,Capital & Coast and Hutt Valley,2,3134,
2021-08-01,Group 3,Hawke's Bay,1,6487,
2021-08-01,Group 3,Hawke's Bay,2,990,
2021-08-01,Group 3,Lakes,1,946,
2021-08-01,Group 3,Lakes,2,1029,
2021-08-01,Group 3,MidCentral,1,3633,
2021-08-01,Group 3,MidCentral,2,3115,
2021-08-01,Group 3,Nelson Marlborough,1,4558,
2021-08-01,Group 3,Nelson Marlborough,2,2241,
2021-08-01,Group 3,Northland,1,1749,
2021-08-01,Group 3,Northland,2,2059,
2021-08-01,Group 3,Other Sites,1,30,
2021-08-01,Group 3,Other Sites,2,34,
2021-08-01,Group 3,South Canterbury,1,1880,
2021-08-01,Group 3,South Canterbury,2,312,
2021-08-01,Group 3,Southern,1,9636,
2021-08-01,Group 3,Southern,2,1781,
2021-08-01,Group 3,Tairawhiti,1,602,
2021-08-01,Group 3,Tairawhiti,2,399,
2021-08-01,Group 3,Taranaki,1,2701,
2021-08-01,Group 3,Taranaki,2,828,
2021-08-01,Group 3,Waikato,1,9114,
2021-08-01,Group 3,Waikato,2,2143,
2021-08-01,Group 3,Wairarapa,1,962,
2021-08-01,Group 3,Wairarapa,2,1360,
2021-08-01,Group 3,West Coast,1,224,
2021-08-01,Group 3,West Coast,2,426,
2021-08-01,Group 3,Whanganui,1,1802,
2021-08-01,Group 3,Whanganui,2,1024,
2021-08-01,Group 4,Auckland Metro,1,40506,
2021-08-01,Group 4,Auckland Metro,2,7202,
2021-08-01,Group 4,Bay of Plenty,1,2322,
2021-08-01,Group 4,Bay of Plenty,2,147,
2021-08-01,Group 4,Canterbury,1,4078,
2021-08-01,Group 4,Canterbury,2,665,
2021-08-01,Group 4,Capital & Coast and Hutt Valley,1,4073,
2021-08-01,Group 4,Capital & Coast and Hutt Valley,2,491,
2021-08-01,Group 4,Hawke's Bay,1,2534,
2021-08-01,Group 4,Hawke's Bay,2,776,
2021-08-01,Group 4,Lakes,1,2070,
2021-08-01,Group 4,Lakes,2,589,
2021-08-01,Group 4,MidCentral,1,1303,
2021-08-01,Group 4,MidCentral,2,331,
2021-08-01,Group 4,Nelson Marlborough,1,2726,
2021-08-01,Group 4,Nelson Marlborough,2,116,
2021-08-01,Group 4,Northland,1,2317,
2021-08-01,Group 4,Northland,2,675,
2021-08-01,Group 4,Other Sites,1,124,
2021-08-01,Group 4,Other Sites,2,220,
2021-08-01,Group 4,South Canterbury,1,1379,
2021-08-01,Group 4,South Canterbury,2,18,
2021-08-01,Group 4,Southern,1,5079,
2021-08-01,Group 4,Southern,2,295,
2021-08-01,Group 4,Tairawhiti,1,974,
2021-08-01,Group 4,Tairawhiti,2,8,
2021-08-01,Group 4,Taranaki,1,790,
2021-08-01,Group 4,Taranaki,2,107,
2021-08-01,Group 4,Waikato,1,7171,
2021-08-01,Group 4,Waikato,2,269,
2021-08-01,Group 4,Wairarapa,1,818,
2021-08-01,Group 4,Wairarapa,2,243,
2021-08-01,Group 4,West Coast,1,172,
2021-08-01,Group 4,West Coast,2,161,
2021-08-01,Group 4,Whanganui,1,936,
2021-08-01,Group 4,Whanganui,2,52,
2021-08-08,Group 1,Auckland Metro,1,287,
2021-08-08,Group 1,Auckland Metro,2,307,
2021-08-08,Group 1,Bay of Plenty,1,58,
2021-08-08,Group 1,Bay of Plenty,2,18,
2021-08-08,Group 1,Canterbury,1,150,
2021-08-08,Group 1,Canterbury,2,165,
2021-08-08,Group 1,Capital & Coast and Hutt Valley,1,231,
2021-08-08,Group 1,Capital & Coast and Hutt Valley,2,64,
2021-08-08,Group 1,Hawke's Bay,1,5,
2021-08-08,Group 1,Hawke's Bay,2,7,
2021-08-08,Group 1,Lakes,1,6,
2021-08-08,Group 1,Lakes,2,9,
2021-08-08,Group 1,MidCentral,1,6,
2021-08-08,Group 1,Nelson Marlborough,1,28,
2021-08-08,Group 1,Nelson Marlborough,2,9,
2021-08-08,Group 1,Northland,1,11,
2021-08-08,Group 1,Northland,2,7,
2021-08-08,Group 1,Other Sites,2,6,
2021-08-08,Group 1,South Canterbury,1,12,
2021-08-08,Group 1,South Canterbury,2,6,
2021-08-08,Group 1,Southern,1,138,
2021-08-08,Group 1,Southern,2,26,
2021-08-08,Group 1,Tairawhiti,1,8,
2021-08-08,Group 1,Taranaki,1,13,
2021-08-08,Group 1,Waikato,1,12,
2021-08-08,Group 1,Waikato,2,10,
2021-08-08,Group 2,Auckland Metro,1,9557,
2021-08-08,Group 2,Auckland Metro,2,8718,
2021-08-08,Group 2,Bay of Plenty,1,460,
2021-08-08,Group 2,Bay of Plenty,2,448,
2021-08-08,Group 2,Canterbury,1,645,
2021-08-08,Group 2,Canterbury,2,1056,
2021-08-08,Group 2,Capital & Coast and Hutt Valley,1,905,
2021-08-08,Group 2,Capital & Coast and Hutt Valley,2,391,
2021-08-08,Group 2,Hawke's Bay,1,50,
2021-08-08,Group 2,Hawke's Bay,2,144,
2021-08-08,Group 2,Lakes,1,23,
2021-08-08,Group 2,Lakes,2,167,
2021-08-08,Group 2,MidCentral,1,426,
2021-08-08,Group 2,MidCentral,2,349,
2021-08-08,Group 2,Nelson Marlborough,1,344,
2021-08-08,Group 2,Nelson Marlborough,2,170,
2021-08-08,Group 2,Northland,1,365,
2021-08-08,Group 2,Northland,2,668,
2021-08-08,Group 2,Other Sites,1,1185,
2021-08-08,Group 2,Other Sites,2,692,
2021-08-08,Group 2,South Canterbury,1,73,
2021-08-08,Group 2,South Canterbury,2,43,
2021-08-08,Group 2,Southern,1,858,
2021-08-08,Group 2,Southern,2,1218,
2021-08-08,Group 2,Tairawhiti,1,634,
2021-08-08,Group 2,Tairawhiti,2,51,
2021-08-08,Group 2,Taranaki,1,108,
2021-08-08,Group 2,Taranaki,2,141,
2021-08-08,Group 2,Waikato,1,1069,
2021-08-08,Group 2,Waikato,2,1467,
2021-08-08,Group 2,Wairarapa,1,23,
2021-08-08,Group 2,Wairarapa,2,57,
2021-08-08,Group 2,West Coast,1,10,
2021-08-08,Group 2,West Coast,2,83,
2021-08-08,Group 2,Whanganui,1,70,
2021-08-08,Group 2,Whanganui,2,62,
2021-08-08,Group 3,Auckland Metro,1,10582,
2021-08-08,Group 3,Auckland Metro,2,10601,
2021-08-08,Group 3,Bay of Plenty,1,4542,
2021-08-08,Group 3,Bay of Plenty,2,1866,
2021-08-08,Group 3,Canterbury,1,13333,
2021-08-08,Group 3,Canterbury,2,4515,
2021-08-08,Group 3,Capital & Coast and Hutt Valley,1,14552,
2021-08-08,Group 3,Capital & Coast and Hutt Valley,2,2954,
2021-08-08,Group 3,Hawke's Bay,1,3493,
2021-08-08,Group 3,Hawke's Bay,2,1196,
2021-08-08,Group 3,Lakes,1,477,
2021-08-08,Group 3,Lakes,2,1779,
2021-08-08,Group 3,MidCentral,1,2547,
2021-08-08,Group 3,MidCentral,2,2851,
2021-08-08,Group 3,Nelson Marlborough,1,2661,
2021-08-08,Group 3,Nelson Marlborough,2,1704,
2021-08-08,Group 3,Northland,1,1388,
2021-08-08,Group 3,Northland,2,2035,
2021-08-08,Group 3,Other Sites,1,13,
2021-08-08,Group 3,Other Sites,2,29,
2021-08-08,Group 3,South Canterbury,1,708,
2021-08-08,Group 3,South Canterbury,2,1302,
2021-08-08,Group 3,Southern,1,9050,
2021-08-08,Group 3,Southern,2,1744,
2021-08-08,Group 3,Tairawhiti,1,530,
2021-08-08,Group 3,Tairawhiti,2,522,
2021-08-08,Group 3,Taranaki,1,2928,
2021-08-08,Group 3,Taranaki,2,940,
2021-08-08,Group 3,Waikato,1,5994,
2021-08-08,Group 3,Waikato,2,3630,
2021-08-08,Group 3,Wairarapa,1,744,
2021-08-08,Group 3,Wairarapa,2,874,
2021-08-08,Group 3,West Coast,1,190,
2021-08-08,Group 3,West Coast,2,536,
2021-08-08,Group 3,Whanganui,1,1114,
2021-08-08,Group 3,Whanganui,2,616,
2021-08-08,Group 4,Auckland Metro,1,32498,
2021-08-08,Group 4,Auckland Metro,2,10131,
2021-08-08,Group 4,Bay of Plenty,1,2389,
2021-08-08,Group 4,Bay of Plenty,2,207,
2021-08-08,Group 4,Canterbury,1,8036,
2021-08-08,Group 4,Canterbury,2,640,
2021-08-08,Group 4,Capital & Coast and Hutt Valley,1,9205,
2021-08-08,Group 4,Capital & Coast and Hutt Valley,2,394,
2021-08-08,Group 4,Hawke's Bay,1,3870,
2021-08-08,Group 4,Hawke's Bay,2,380,
2021-08-08,Group 4,Lakes,1,1857,
2021-08-08,Group 4,Lakes,2,755,
2021-08-08,Group 4,MidCentral,1,2882,
2021-08-08,Group 4,MidCentral,2,527,
2021-08-08,Group 4,Nelson Marlborough,1,4981,
2021-08-08,Group 4,Nelson Marlborough,2,190,
2021-08-08,Group 4,Northland,1,3201,
2021-08-08,Group 4,Northland,2,1038,
2021-08-08,Group 4,Other Sites,1,59,
2021-08-08,Group 4,Other Sites,2,40,
2021-08-08,Group 4,South Canterbury,1,1042,
2021-08-08,Group 4,South Canterbury,2,183,
2021-08-08,Group 4,Southern,1,11248,
2021-08-08,Group 4,Southern,2,444,
2021-08-08,Group 4,Tairawhiti,1,1305,
2021-08-08,Group 4,Tairawhiti,2,70,
2021-08-08,Group 4,Taranaki,1,3262,
2021-08-08,Group 4,Taranaki,2,177,
2021-08-08,Group 4,Waikato,1,10383,
2021-08-08,Group 4,Waikato,2,587,
2021-08-08,Group 4,Wairarapa,1,923,
2021-08-08,Group 4,Wairarapa,2,232,
2021-08-08,Group 4,West Coast,1,708,
2021-08-08,Group 4,West Coast,2,399,
2021-08-08,Group 4,Whanganui,1,1248,
2021-08-08,Group 4,Whanganui,2,335,
2021-08-15,Group 1,Auckland Metro,1,284,
2021-08-15,Group 1,Auckland Metro,2,271,
2021-08-15,Group 1,Bay of Plenty,1,84,
2021-08-15,Group 1,Bay of Plenty,2,39,
2021-08-15,Group 1,Canterbury,1,185,
2021-08-15,Group 1,Canterbury,2,174,
2021-08-15,Group 1,Capital & Coast and Hutt Valley,1,163,
2021-08-15,Group 1,Capital & Coast and Hutt Valley,2,82,
2021-08-15,Group 1,Hawke's Bay,1,22,
2021-08-15,Group 1,Hawke's Bay,2,11,
2021-08-15,Group 1,Lakes,2,7,
2021-08-15,Group 1,MidCentral,2,7,
2021-08-15,Group 1,Nelson Marlborough,1,35,
2021-08-15,Group 1,Nelson Marlborough,2,34,
2021-08-15,Group 1,Northland,1,20,
2021-08-15,Group 1,Northland,2,10,
2021-08-15,Group 1,Other Sites,1,9,
2021-08-15,Group 1,Other Sites,2,7,
2021-08-15,Group 1,South Canterbury,1,13,
2021-08-15,Group 1,South Canterbury,2,9,
2021-08-15,Group 1,Southern,1,62,
2021-08-15,Group 1,Southern,2,71,
2021-08-15,Group 1,Tairawhiti,1,17,
2021-08-15,Group 1,Taranaki,1,7,
2021-08-15,Group 1,Taranaki,2,14,
2021-08-15,Group 1,Waikato,1,10,
2021-08-15,Group 1,Waikato,2,12,
2021-08-15,Group 2,Auckland Metro,1,8586,
2021-08-15,Group 2,Auckland Metro,2,8238,
2021-08-15,Group 2,Bay of Plenty,1,580,
2021-08-15,Group 2,Bay of Plenty,2,938,
2021-08-15,Group 2,Canterbury,1,616,
2021-08-15,Group 2,Canterbury,2,967,
2021-08-15,Group 2,Capital & Coast and Hutt Valley,1,736,
2021-08-15,Group 2,Capital & Coast and Hutt Valley,2,501,
2021-08-15,Group 2,Hawke's Bay,1,287,
2021-08-15,Group 2,Hawke's Bay,2,201,
2021-08-15,Group 2,Lakes,1,19,
2021-08-15,Group 2,Lakes,2,202,
2021-08-15,Group 2,MidCentral,1,414,
2021-08-15,Group 2,MidCentral,2,342,
2021-08-15,Group 2,Nelson Marlborough,1,249,
